OrderID,CustomerID,Country,Gender,Category,Quantity,PricePerUnit,OrderDate,PaymentMethod,ShippingMethod,TotalPrice
ORD102172,CUST7672,Brazil,Female,Books,3,273.88,2023-03-04,Gift Card,Express,821.64
ORD102173,CUST9200,Germany,Female,Beauty,2,273.88,2023-03-15,Bank Transfer,Overnight,547.76
ORD102174,CUST5016,United States,Male,Books,1,273.88,2023-11-03,Credit Card,Two-Day,273.88
ORD102175,CUST8191,United States,Male,Sports,3,273.88,2023-06-04,Gift Card,Standard,821.64
ORD102176,CUST5392,China,Male,Electronics,2,273.88,2023-01-07,Bank Transfer,Overnight,547.76
ORD102177,CUST13616,Canada,Male,Automotive,4,273.88,2023-11-02,PayPal,Overnight,1095.52
ORD102178,CUST11272,China,Other,Electronics,3,273.88,2023-12-09,Bank Transfer,Standard,821.64
ORD102179,CUST5571,China,Other,Toys,5,273.88,2023-06-02,Bank Transfer,Express,1369.4
ORD102180,CUST8631,South Africa,Other,Home & Garden,3,273.88,2023-02-13,Gift Card,Express,821.64
ORD102181,CUST11172,Brazil,Male,Books,2,273.88,2023-02-05,Credit Card,Overnight,547.76
ORD102182,CUST14312,China,Other,Sports,2,273.88,2023-04-07,PayPal,Two-Day,547.76
ORD102183,CUST12177,United States,Other,Automotive,2,273.88,2023-06-14,Gift Card,Standard,547.76
ORD102184,CUST13433,Australia,Male,Beauty,1,273.88,2023-08-22,Bank Transfer,Two-Day,273.88
ORD102185,CUST8897,Australia,Other,Home & Garden,1,273.88,2023-04-13,Gift Card,Overnight,273.88
ORD102186,CUST13123,Germany,Male,Books,4,273.88,2023-01-07,Gift Card,Two-Day,1095.52
ORD102187,CUST7279,Australia,Male,Home & Garden,4,273.88,2023-04-04,PayPal,Overnight,1095.52
ORD102188,CUST13980,Germany,Male,Automotive,3,273.88,2023-05-01,Bank Transfer,Standard,821.64
ORD102189,CUST12451,Australia,Female,Books,2,273.88,2023-12-31,Gift Card,Two-Day,547.76
ORD102190,CUST13906,France,Male,Toys,4,273.88,2023-02-06,Credit Card,Two-Day,1095.52
ORD102191,CUST5775,Germany,Other,Toys,2,273.88,2023-01-21,PayPal,Standard,547.76
ORD102192,CUST11869,India,Other,Electronics,3,273.88,2023-04-08,Gift Card,Standard,821.64
ORD102193,CUST7247,Canada,Male,Beauty,1,273.88,2023-10-29,PayPal,Overnight,273.88
ORD102194,CUST12088,Canada,Female,Sports,4,273.88,2023-01-21,Gift Card,Overnight,1095.52
ORD102195,CUST5078,Canada,Female,Toys,5,273.88,2023-08-20,Gift Card,Overnight,1369.4
ORD102196,CUST13080,Brazil,Female,Electronics,5,273.88,2023-12-20,Gift Card,Overnight,1369.4
ORD102197,CUST12099,South Africa,Other,Home & Garden,5,273.88,2023-03-13,Credit Card,Overnight,1369.4
ORD102198,CUST8926,United Kingdom,Female,Clothing,5,273.88,2023-12-18,Credit Card,Standard,1369.4
ORD102199,CUST14047,South Africa,Female,Toys,5,273.88,2023-02-21,Credit Card,Two-Day,1369.4
ORD102200,CUST12340,Germany,Male,Home & Garden,5,273.88,2023-08-10,Gift Card,Express,1369.4
ORD102201,CUST12083,South Africa,Female,Automotive,5,273.88,2023-10-12,Credit Card,Express,1369.4
ORD102202,CUST11230,Australia,Female,Clothing,4,273.88,2023-11-21,PayPal,Overnight,1095.52
ORD102203,CUST14223,Germany,Female,Books,5,273.88,2023-06-16,Credit Card,Express,1369.4
ORD102204,CUST9940,South Africa,Male,Electronics,5,273.88,2023-10-10,PayPal,Two-Day,1369.4
ORD102205,CUST8271,South Africa,Male,Books,3,273.88,2023-07-24,Bank Transfer,Two-Day,821.64
ORD102206,CUST8456,China,Female,Sports,4,273.88,2023-05-18,Bank Transfer,Overnight,1095.52
ORD102207,CUST12788,France,Other,Beauty,3,273.88,2023-02-05,Credit Card,Express,821.64
ORD102208,CUST13599,Brazil,Other,Toys,2,273.88,2023-04-05,Credit Card,Standard,547.76
ORD102209,CUST12650,Germany,Male,Clothing,5,273.88,2023-01-16,PayPal,Standard,1369.4
ORD102210,CUST7711,United Kingdom,Female,Toys,1,273.88,2023-08-25,Gift Card,Overnight,273.88
ORD102211,CUST6668,Canada,Other,Beauty,5,273.88,2023-06-13,PayPal,Two-Day,1369.4
ORD102212,CUST5147,United States,Female,Books,5,273.88,2023-03-31,Bank Transfer,Express,1369.4
ORD102213,CUST11420,India,Male,Electronics,3,273.88,2023-04-18,Gift Card,Two-Day,821.64
ORD102214,CUST5365,South Africa,Other,Electronics,2,273.88,2023-03-25,PayPal,Overnight,547.76
ORD102215,CUST14866,Canada,Male,Books,3,273.88,2023-09-12,Credit Card,Two-Day,821.64
ORD102216,CUST9531,Australia,Female,Books,4,273.88,2023-06-14,Bank Transfer,Express,1095.52
ORD102217,CUST10330,India,Male,Electronics,2,273.88,2023-07-19,Bank Transfer,Two-Day,547.76
ORD102218,CUST10510,France,Male,Sports,2,273.88,2023-11-20,Credit Card,Overnight,547.76
ORD102219,CUST13754,Canada,Male,Clothing,2,273.88,2023-11-11,PayPal,Standard,547.76
ORD102220,CUST13964,China,Male,Beauty,3,273.88,2023-06-06,Credit Card,Standard,821.64
ORD102221,CUST11493,Canada,Other,Home & Garden,5,273.88,2023-01-31,PayPal,Express,1369.4
ORD102222,CUST10439,France,Female,Toys,5,273.88,2023-03-07,Bank Transfer,Overnight,1369.4
ORD102223,CUST14765,Canada,Other,Books,5,273.88,2023-03-30,Credit Card,Overnight,1369.4
ORD102224,CUST11511,South Africa,Female,Books,5,273.88,2023-09-16,Bank Transfer,Two-Day,1369.4
ORD102225,CUST12504,Canada,Female,Toys,5,273.88,2023-09-10,Bank Transfer,Standard,1369.4
ORD102226,CUST6246,China,Female,Electronics,4,273.88,2023-08-22,Gift Card,Express,1095.52
ORD102227,CUST8839,Brazil,Female,Beauty,1,273.88,2023-04-17,Credit Card,Express,273.88
ORD102228,CUST13551,France,Female,Beauty,2,273.88,2023-03-10,Bank Transfer,Express,547.76
ORD102229,CUST7376,China,Other,Sports,1,273.88,2023-10-05,PayPal,Two-Day,273.88
ORD102230,CUST8009,Germany,Female,Clothing,4,273.88,2023-12-02,Credit Card,Overnight,1095.52
ORD102231,CUST14154,Canada,Male,Sports,5,273.88,2023-07-20,PayPal,Express,1369.4
ORD102232,CUST6827,United Kingdom,Other,Automotive,4,273.88,2023-02-22,PayPal,Two-Day,1095.52
ORD102233,CUST11979,Canada,Other,Sports,4,273.88,2023-08-29,PayPal,Express,1095.52
ORD102234,CUST14805,France,Female,Automotive,1,273.88,2023-11-28,Credit Card,Two-Day,273.88
ORD102235,CUST14832,India,Male,Beauty,2,273.88,2023-06-24,PayPal,Standard,547.76
ORD102236,CUST13569,China,Male,Clothing,3,273.88,2023-02-11,Credit Card,Two-Day,821.64
ORD102237,CUST9285,United Kingdom,Female,Clothing,3,273.88,2023-09-17,Gift Card,Overnight,821.64
ORD102238,CUST11910,Germany,Female,Automotive,2,273.88,2023-07-29,PayPal,Standard,547.76
ORD102239,CUST13561,Australia,Male,Clothing,5,273.88,2023-02-11,Credit Card,Standard,1369.4
ORD102240,CUST7196,Germany,Other,Toys,4,273.88,2023-12-19,PayPal,Express,1095.52
ORD102241,CUST8747,China,Other,Electronics,5,273.88,2023-06-19,Bank Transfer,Standard,1369.4
ORD102242,CUST13843,India,Female,Clothing,4,273.88,2023-09-16,PayPal,Two-Day,1095.52
ORD102243,CUST10978,China,Other,Beauty,3,273.88,2023-12-03,Bank Transfer,Overnight,821.64
ORD102244,CUST10607,United States,Other,Toys,2,273.88,2023-07-23,Bank Transfer,Standard,547.76
ORD102245,CUST5769,United Kingdom,Male,Electronics,1,273.88,2023-12-03,PayPal,Overnight,273.88
ORD102246,CUST5780,India,Other,Home & Garden,1,273.88,2023-06-12,PayPal,Two-Day,273.88
ORD102247,CUST14908,United Kingdom,Male,Automotive,2,273.88,2023-04-15,Bank Transfer,Two-Day,547.76
ORD102248,CUST11303,China,Female,Books,3,273.88,2023-06-27,Gift Card,Overnight,821.64
ORD102249,CUST8983,Brazil,Female,Sports,4,273.88,2023-07-10,Credit Card,Two-Day,1095.52
ORD102250,CUST14503,United Kingdom,Male,Clothing,1,273.88,2023-05-04,PayPal,Overnight,273.88
ORD102251,CUST13714,United States,Male,Automotive,3,273.88,2023-07-17,Bank Transfer,Express,821.64
ORD102252,CUST5521,South Africa,Female,Home & Garden,2,273.88,2023-04-09,Credit Card,Two-Day,547.76
ORD102253,CUST14127,India,Male,Clothing,5,273.88,2023-01-06,PayPal,Express,1369.4
ORD102254,CUST12569,United States,Female,Sports,3,273.88,2023-10-15,Credit Card,Standard,821.64
ORD102255,CUST10784,United States,Female,Beauty,3,273.88,2023-09-24,Bank Transfer,Standard,821.64
ORD102256,CUST9583,Australia,Female,Beauty,5,273.88,2023-02-12,PayPal,Express,1369.4
ORD102257,CUST10946,Brazil,Female,Sports,3,273.88,2023-10-22,Gift Card,Standard,821.64
ORD102258,CUST9941,Canada,Female,Home & Garden,1,273.88,2023-05-21,Credit Card,Standard,273.88
ORD102259,CUST11267,Brazil,Female,Automotive,1,273.88,2023-09-26,PayPal,Standard,273.88
ORD102260,CUST12128,France,Other,Electronics,1,273.88,2023-02-08,Credit Card,Standard,273.88
ORD102261,CUST7461,Australia,Other,Books,3,273.88,2023-06-11,Credit Card,Two-Day,821.64
ORD102262,CUST5685,China,Female,Books,3,273.88,2023-07-14,PayPal,Standard,821.64
ORD102263,CUST7160,China,Other,Automotive,3,273.88,2023-11-20,PayPal,Two-Day,821.64
ORD102264,CUST12031,Germany,Male,Books,2,273.88,2023-04-14,PayPal,Overnight,547.76
ORD102265,CUST14759,Canada,Male,Electronics,5,273.88,2023-09-02,Bank Transfer,Standard,1369.4
ORD102266,CUST10341,France,Female,Clothing,3,273.88,2023-03-06,PayPal,Overnight,821.64
ORD102267,CUST5038,United Kingdom,Other,Automotive,5,273.88,2023-07-20,Credit Card,Express,1369.4
ORD102268,CUST9875,Brazil,Male,Sports,4,273.88,2023-08-30,PayPal,Express,1095.52
ORD102269,CUST6256,India,Male,Sports,1,273.88,2023-01-07,Bank Transfer,Two-Day,273.88
ORD102270,CUST12697,United States,Male,Electronics,2,273.88,2023-08-07,Bank Transfer,Express,547.76
ORD102271,CUST7196,United Kingdom,Male,Home & Garden,5,273.88,2023-01-03,PayPal,Two-Day,1369.4
ORD102272,CUST12165,Germany,Other,Books,1,273.88,2023-12-08,Credit Card,Overnight,273.88
ORD102273,CUST5301,Brazil,Male,Automotive,2,273.88,2023-11-01,Bank Transfer,Overnight,547.76
ORD102274,CUST12527,India,Male,Toys,1,273.88,2023-11-10,Credit Card,Standard,273.88
ORD102275,CUST11381,Germany,Male,Sports,3,273.88,2023-10-11,Gift Card,Overnight,821.64
ORD102276,CUST5646,United States,Female,Automotive,3,273.88,2023-01-22,Bank Transfer,Express,821.64
ORD102277,CUST14951,Australia,Male,Beauty,1,273.88,2023-04-04,Gift Card,Two-Day,273.88
ORD102278,CUST13789,Canada,Male,Beauty,2,273.88,2023-12-23,Bank Transfer,Two-Day,547.76
ORD102279,CUST13853,Australia,Other,Toys,1,273.88,2023-03-12,Credit Card,Standard,273.88
ORD102280,CUST9330,India,Male,Sports,4,273.88,2023-08-10,Gift Card,Standard,1095.52
ORD102281,CUST14560,Australia,Male,Books,2,273.88,2023-01-13,Credit Card,Express,547.76
ORD102282,CUST12003,India,Male,Books,2,273.88,2023-01-05,Bank Transfer,Two-Day,547.76
ORD102283,CUST8537,France,Female,Books,1,273.88,2023-01-22,Credit Card,Standard,273.88
ORD102284,CUST9558,France,Other,Home & Garden,5,273.88,2023-11-05,Gift Card,Overnight,1369.4
ORD102285,CUST11579,South Africa,Other,Beauty,1,273.88,2023-10-22,PayPal,Express,273.88
ORD102286,CUST13474,South Africa,Female,Home & Garden,5,273.88,2023-02-06,PayPal,Overnight,1369.4
ORD102287,CUST14678,Australia,Female,Electronics,2,273.88,2023-01-31,Bank Transfer,Two-Day,547.76
ORD102288,CUST9082,China,Other,Clothing,3,273.88,2023-03-03,PayPal,Standard,821.64
ORD102289,CUST9183,Australia,Male,Books,3,273.88,2023-08-09,Bank Transfer,Express,821.64
ORD102290,CUST13652,Australia,Other,Electronics,1,273.88,2023-12-25,Credit Card,Express,273.88
ORD102291,CUST8754,China,Female,Clothing,5,273.88,2023-03-22,Credit Card,Standard,1369.4
ORD102292,CUST6724,Canada,Male,Toys,1,273.88,2023-08-21,Gift Card,Standard,273.88
ORD102293,CUST6376,Brazil,Other,Beauty,4,273.88,2023-01-06,Gift Card,Two-Day,1095.52
ORD102294,CUST13706,China,Male,Clothing,1,273.88,2023-04-15,PayPal,Overnight,273.88
ORD102295,CUST13894,India,Male,Automotive,1,273.88,2023-12-03,Credit Card,Overnight,273.88
ORD102296,CUST6653,Brazil,Female,Clothing,1,273.88,2023-06-11,Gift Card,Overnight,273.88
ORD102297,CUST7066,United States,Other,Sports,1,273.88,2023-12-09,PayPal,Two-Day,273.88
ORD102298,CUST5022,Canada,Female,Clothing,5,273.88,2023-02-21,Bank Transfer,Standard,1369.4
ORD102299,CUST7460,United States,Other,Sports,5,273.88,2023-06-07,Gift Card,Express,1369.4
ORD102300,CUST10926,South Africa,Other,Clothing,5,273.88,2023-01-13,Gift Card,Overnight,1369.4
ORD102301,CUST11251,United Kingdom,Male,Sports,4,273.88,2023-07-05,PayPal,Standard,1095.52
ORD102302,CUST14496,France,Male,Beauty,4,273.88,2023-08-10,Gift Card,Overnight,1095.52
ORD102303,CUST12295,United States,Male,Beauty,1,273.88,2023-08-29,PayPal,Two-Day,273.88
ORD102304,CUST8300,Germany,Female,Automotive,5,273.88,2023-11-05,Gift Card,Two-Day,1369.4
ORD102305,CUST11279,Australia,Male,Clothing,4,273.88,2023-05-28,Credit Card,Standard,1095.52
ORD102306,CUST13553,India,Female,Toys,3,273.88,2023-02-24,Credit Card,Two-Day,821.64
ORD102307,CUST12353,United States,Male,Toys,1,273.88,2023-02-28,Credit Card,Express,273.88
ORD102308,CUST8727,United States,Female,Home & Garden,2,273.88,2023-07-17,Gift Card,Two-Day,547.76
ORD102309,CUST11272,United Kingdom,Other,Toys,5,273.88,2023-04-08,PayPal,Express,1369.4
ORD102310,CUST10995,South Africa,Female,Automotive,1,273.88,2023-06-05,Credit Card,Overnight,273.88
ORD102311,CUST14476,Australia,Female,Beauty,1,273.88,2023-09-07,Bank Transfer,Two-Day,273.88
ORD102312,CUST5514,Australia,Female,Electronics,2,273.88,2023-06-29,Gift Card,Express,547.76
ORD102313,CUST5448,United Kingdom,Other,Toys,3,273.88,2023-03-15,PayPal,Overnight,821.64
ORD102314,CUST11019,China,Female,Electronics,4,273.88,2023-03-02,Gift Card,Overnight,1095.52
ORD102315,CUST10343,United Kingdom,Other,Sports,4,273.88,2023-02-14,PayPal,Overnight,1095.52
ORD102316,CUST13033,Germany,Male,Home & Garden,2,273.88,2023-05-15,PayPal,Overnight,547.76
ORD102317,CUST7520,Brazil,Male,Automotive,2,273.88,2023-07-29,Gift Card,Standard,547.76
ORD102318,CUST8081,Germany,Other,Automotive,4,273.88,2023-03-27,Bank Transfer,Express,1095.52
ORD102319,CUST6428,United Kingdom,Female,Books,3,273.88,2023-09-27,Bank Transfer,Standard,821.64
ORD102320,CUST8967,France,Male,Sports,3,273.88,2023-10-19,Gift Card,Overnight,821.64
ORD102321,CUST11445,China,Female,Clothing,1,273.88,2023-09-21,Credit Card,Two-Day,273.88
ORD102322,CUST14114,France,Female,Toys,2,273.88,2023-09-25,Credit Card,Express,547.76
ORD102323,CUST7159,Germany,Other,Automotive,2,273.88,2023-08-13,PayPal,Express,547.76
ORD102324,CUST10132,Australia,Male,Beauty,2,273.88,2023-08-04,Credit Card,Overnight,547.76
ORD102325,CUST7547,Germany,Other,Home & Garden,4,273.88,2023-12-28,Gift Card,Two-Day,1095.52
ORD102326,CUST7979,Canada,Other,Sports,4,273.88,2023-08-19,Gift Card,Two-Day,1095.52
ORD102327,CUST7649,South Africa,Other,Sports,4,273.88,2023-07-09,Bank Transfer,Express,1095.52
ORD102328,CUST13505,India,Other,Electronics,3,273.88,2023-05-22,Credit Card,Standard,821.64
ORD102329,CUST8083,Canada,Female,Clothing,4,273.88,2023-06-26,Credit Card,Two-Day,1095.52
ORD102330,CUST6037,United Kingdom,Male,Sports,1,273.88,2023-02-20,PayPal,Express,273.88
ORD102331,CUST8489,United States,Male,Automotive,4,273.88,2023-07-09,Gift Card,Two-Day,1095.52
ORD102332,CUST12604,France,Male,Electronics,3,273.88,2023-01-05,Gift Card,Overnight,821.64
ORD102333,CUST12544,Brazil,Female,Home & Garden,2,273.88,2023-07-30,Gift Card,Two-Day,547.76
ORD102334,CUST7634,Canada,Female,Sports,1,273.88,2023-07-14,Bank Transfer,Standard,273.88
ORD102335,CUST8983,China,Other,Books,3,273.88,2023-01-01,Bank Transfer,Standard,821.64
ORD102336,CUST6778,France,Other,Books,5,273.88,2023-04-14,Bank Transfer,Standard,1369.4
ORD102337,CUST12902,Canada,Other,Electronics,2,273.88,2023-12-27,Gift Card,Express,547.76
ORD102338,CUST10110,Australia,Other,Books,4,273.88,2023-04-11,Gift Card,Two-Day,1095.52
ORD102339,CUST10189,India,Male,Automotive,3,273.88,2023-05-08,Credit Card,Standard,821.64
ORD102340,CUST12378,Germany,Other,Clothing,5,273.88,2023-12-19,Gift Card,Overnight,1369.4
ORD102341,CUST6124,Germany,Female,Automotive,3,273.88,2023-11-01,Gift Card,Overnight,821.64
ORD102342,CUST5697,Canada,Female,Beauty,4,273.88,2023-09-06,Bank Transfer,Overnight,1095.52
ORD102343,CUST7179,United Kingdom,Female,Books,3,273.88,2023-12-17,Credit Card,Express,821.64
ORD102344,CUST14596,China,Other,Automotive,5,273.88,2023-10-18,Gift Card,Standard,1369.4
ORD102345,CUST10251,United Kingdom,Male,Home & Garden,3,273.88,2023-09-26,PayPal,Standard,821.64
ORD102346,CUST14235,France,Male,Sports,1,273.88,2023-02-07,Bank Transfer,Two-Day,273.88
ORD102347,CUST6929,South Africa,Other,Automotive,1,273.88,2023-11-30,PayPal,Express,273.88
ORD102348,CUST6013,India,Other,Electronics,4,273.88,2023-09-07,Credit Card,Overnight,1095.52
ORD102349,CUST5226,India,Female,Sports,5,273.88,2023-08-09,Bank Transfer,Two-Day,1369.4
ORD102350,CUST12321,Germany,Female,Beauty,5,273.88,2023-03-04,Credit Card,Overnight,1369.4
ORD102351,CUST6828,India,Male,Automotive,5,273.88,2023-09-10,Gift Card,Overnight,1369.4
ORD102352,CUST12909,United Kingdom,Female,Sports,5,273.88,2023-09-22,Bank Transfer,Standard,1369.4
ORD102353,CUST10588,China,Female,Sports,5,273.88,2023-06-13,Credit Card,Two-Day,1369.4
ORD102354,CUST7023,China,Other,Electronics,2,273.88,2023-01-23,Credit Card,Express,547.76
ORD102355,CUST9966,Germany,Male,Automotive,3,273.88,2023-03-20,Credit Card,Overnight,821.64
ORD102356,CUST10891,Canada,Other,Beauty,5,273.88,2023-04-28,PayPal,Standard,1369.4
ORD102357,CUST6080,China,Male,Home & Garden,1,273.88,2023-07-04,Bank Transfer,Standard,273.88
ORD102358,CUST10036,United Kingdom,Other,Electronics,3,273.88,2023-02-28,Credit Card,Overnight,821.64
ORD102359,CUST7563,United States,Male,Toys,4,273.88,2023-10-30,Bank Transfer,Standard,1095.52
ORD102360,CUST8292,Canada,Female,Beauty,4,273.88,2023-09-09,Gift Card,Standard,1095.52
ORD102361,CUST8586,South Africa,Male,Beauty,5,273.88,2023-03-30,Gift Card,Overnight,1369.4
ORD102362,CUST9431,Brazil,Male,Sports,2,273.88,2023-08-17,Credit Card,Express,547.76
ORD102363,CUST11841,Australia,Other,Clothing,2,273.88,2023-12-09,Bank Transfer,Overnight,547.76
ORD102364,CUST11643,India,Male,Clothing,3,273.88,2023-11-27,Credit Card,Two-Day,821.64
ORD102365,CUST8959,India,Male,Automotive,2,273.88,2023-08-26,Credit Card,Overnight,547.76
ORD102366,CUST5161,United States,Male,Home & Garden,4,273.88,2023-10-19,PayPal,Overnight,1095.52
ORD102367,CUST5593,Canada,Other,Sports,5,273.88,2023-10-22,Bank Transfer,Express,1369.4
ORD102368,CUST8390,Germany,Male,Clothing,1,273.88,2023-11-17,PayPal,Overnight,273.88
ORD102369,CUST10997,United Kingdom,Other,Electronics,4,273.88,2023-02-13,Credit Card,Overnight,1095.52
ORD102370,CUST11354,United States,Female,Automotive,4,273.88,2023-11-29,PayPal,Standard,1095.52
ORD102371,CUST5663,Australia,Other,Home & Garden,3,273.88,2023-03-21,PayPal,Overnight,821.64
ORD102372,CUST14324,China,Male,Sports,2,273.88,2023-06-23,PayPal,Express,547.76
ORD102373,CUST5541,Germany,Female,Books,1,273.88,2023-05-21,Gift Card,Standard,273.88
ORD102374,CUST10433,Brazil,Male,Electronics,1,273.88,2023-02-06,Gift Card,Overnight,273.88
ORD102375,CUST10093,Germany,Other,Clothing,2,273.88,2023-01-14,PayPal,Standard,547.76
ORD102376,CUST5867,United States,Female,Clothing,5,273.88,2023-05-02,Bank Transfer,Two-Day,1369.4
ORD102377,CUST13623,South Africa,Female,Clothing,2,273.88,2023-08-26,Gift Card,Overnight,547.76
ORD102378,CUST10469,United States,Female,Clothing,5,273.88,2023-02-24,PayPal,Overnight,1369.4
ORD102379,CUST11256,United States,Male,Beauty,1,273.88,2023-01-22,Credit Card,Standard,273.88
ORD102380,CUST14398,United States,Female,Books,3,273.88,2023-12-06,Gift Card,Overnight,821.64
ORD102381,CUST6169,Germany,Female,Home & Garden,4,273.88,2023-07-22,Credit Card,Overnight,1095.52
ORD102382,CUST5830,United States,Female,Home & Garden,1,273.88,2023-12-12,PayPal,Express,273.88
ORD102383,CUST6651,Canada,Female,Clothing,1,273.88,2023-01-15,PayPal,Overnight,273.88
ORD102384,CUST6136,Germany,Other,Home & Garden,1,273.88,2023-01-30,PayPal,Express,273.88
ORD102385,CUST7810,China,Male,Books,4,273.88,2023-01-29,Credit Card,Two-Day,1095.52
ORD102386,CUST13667,Canada,Male,Electronics,5,273.88,2023-09-09,Gift Card,Two-Day,1369.4
ORD102387,CUST14518,Australia,Female,Electronics,3,273.88,2023-06-09,PayPal,Standard,821.64
ORD102388,CUST6019,China,Other,Toys,3,273.88,2023-04-27,Bank Transfer,Standard,821.64
ORD102389,CUST10237,Brazil,Female,Home & Garden,3,273.88,2023-06-07,PayPal,Standard,821.64
ORD102390,CUST6283,India,Male,Clothing,5,273.88,2023-04-18,Gift Card,Standard,1369.4
ORD102391,CUST5659,Germany,Male,Sports,2,273.88,2023-04-25,Gift Card,Overnight,547.76
ORD102392,CUST7010,India,Male,Books,2,273.88,2023-09-29,Bank Transfer,Express,547.76
ORD102393,CUST13590,Germany,Female,Clothing,3,273.88,2023-12-04,PayPal,Standard,821.64
ORD102394,CUST6733,China,Female,Beauty,1,273.88,2023-06-25,Gift Card,Two-Day,273.88
ORD102395,CUST7125,Brazil,Other,Automotive,1,273.88,2023-08-19,Gift Card,Overnight,273.88
ORD102396,CUST7171,United Kingdom,Other,Sports,4,273.88,2023-10-11,Gift Card,Express,1095.52
ORD102397,CUST13266,United Kingdom,Male,Books,2,273.88,2023-11-14,Credit Card,Express,547.76
ORD102398,CUST8471,Canada,Male,Beauty,1,273.88,2023-09-07,Gift Card,Standard,273.88
ORD102399,CUST14028,United States,Other,Home & Garden,3,273.88,2023-02-25,Gift Card,Standard,821.64
ORD102400,CUST10624,United States,Male,Beauty,4,273.88,2023-11-27,Credit Card,Express,1095.52
ORD102401,CUST13691,United Kingdom,Other,Home & Garden,2,273.88,2023-09-30,PayPal,Two-Day,547.76
ORD102402,CUST13329,China,Female,Beauty,4,273.88,2023-07-09,Bank Transfer,Standard,1095.52
ORD102403,CUST7097,Brazil,Male,Sports,1,273.88,2023-01-21,Credit Card,Express,273.88
ORD102404,CUST10068,Canada,Male,Beauty,3,273.88,2023-06-14,Credit Card,Overnight,821.64
ORD102405,CUST11397,China,Other,Clothing,3,273.88,2023-10-12,Credit Card,Express,821.64
ORD102406,CUST7757,United States,Female,Home & Garden,3,273.88,2023-03-09,Gift Card,Standard,821.64
ORD102407,CUST8920,Canada,Male,Electronics,1,273.88,2023-09-24,PayPal,Overnight,273.88
ORD102408,CUST13186,India,Male,Beauty,5,273.88,2023-08-06,PayPal,Two-Day,1369.4
ORD102409,CUST6900,France,Other,Home & Garden,3,273.88,2023-12-04,PayPal,Express,821.64
ORD102410,CUST7610,Australia,Female,Electronics,5,273.88,2023-04-06,Bank Transfer,Express,1369.4
ORD102411,CUST11900,Canada,Other,Home & Garden,3,273.88,2023-07-07,PayPal,Express,821.64
ORD102412,CUST6449,United States,Female,Automotive,5,273.88,2023-07-27,Bank Transfer,Overnight,1369.4
ORD102413,CUST13738,China,Female,Toys,2,273.88,2023-03-15,Gift Card,Standard,547.76
ORD102414,CUST10017,India,Other,Home & Garden,2,273.88,2023-12-30,PayPal,Express,547.76
ORD102415,CUST12999,Australia,Other,Automotive,3,273.88,2023-06-11,Bank Transfer,Overnight,821.64
ORD102416,CUST11052,Australia,Female,Electronics,4,273.88,2023-06-10,Gift Card,Express,1095.52
ORD102417,CUST7096,Canada,Other,Electronics,4,273.88,2023-03-01,Gift Card,Standard,1095.52
ORD102418,CUST13895,Australia,Male,Sports,1,273.88,2023-01-26,Bank Transfer,Overnight,273.88
ORD102419,CUST11404,India,Male,Books,2,273.88,2023-12-28,Gift Card,Two-Day,547.76
ORD102420,CUST14817,Brazil,Male,Toys,2,273.88,2023-01-25,Gift Card,Express,547.76
ORD102421,CUST8331,China,Male,Beauty,4,273.88,2023-09-15,PayPal,Standard,1095.52
ORD102422,CUST12462,Canada,Male,Beauty,3,273.88,2023-12-12,Bank Transfer,Two-Day,821.64
ORD102423,CUST10105,Australia,Other,Toys,1,273.88,2023-12-06,Gift Card,Standard,273.88
ORD102424,CUST7978,Brazil,Female,Home & Garden,2,273.88,2023-01-03,Credit Card,Two-Day,547.76
ORD102425,CUST7839,China,Other,Toys,1,273.88,2023-10-15,Credit Card,Standard,273.88
ORD102426,CUST8384,Germany,Male,Clothing,2,273.88,2023-09-14,Gift Card,Two-Day,547.76
ORD102427,CUST5685,Brazil,Male,Automotive,5,273.88,2023-10-07,PayPal,Overnight,1369.4
ORD102428,CUST12531,Germany,Other,Clothing,5,273.88,2023-11-02,Credit Card,Two-Day,1369.4
ORD102429,CUST9283,Germany,Other,Books,1,273.88,2023-09-05,PayPal,Standard,273.88
ORD102430,CUST12736,Brazil,Female,Home & Garden,4,273.88,2023-02-13,Gift Card,Express,1095.52
ORD102431,CUST12710,Australia,Male,Sports,4,273.88,2023-02-02,Bank Transfer,Two-Day,1095.52
ORD102432,CUST6619,Germany,Other,Electronics,2,273.88,2023-10-21,Gift Card,Standard,547.76
ORD102433,CUST11868,Australia,Female,Home & Garden,5,273.88,2023-04-22,Gift Card,Express,1369.4
ORD102434,CUST6431,Australia,Male,Automotive,5,273.88,2023-11-04,Credit Card,Overnight,1369.4
ORD102435,CUST14067,China,Male,Beauty,1,273.88,2023-10-18,Bank Transfer,Overnight,273.88
ORD102436,CUST9713,South Africa,Male,Clothing,1,273.88,2023-09-30,PayPal,Express,273.88
ORD102437,CUST14557,India,Other,Automotive,4,273.88,2023-11-10,PayPal,Standard,1095.52
ORD102438,CUST14435,Australia,Male,Clothing,4,273.88,2023-10-31,Bank Transfer,Standard,1095.52
ORD102439,CUST9998,China,Male,Clothing,4,273.88,2023-02-12,PayPal,Two-Day,1095.52
ORD102440,CUST5162,France,Female,Sports,3,273.88,2023-10-31,Credit Card,Overnight,821.64
ORD102441,CUST6974,Germany,Other,Beauty,5,273.88,2023-02-13,Gift Card,Overnight,1369.4
